Species_Name
Black Vulture

Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,Flags,Editor_Comments
DEMF,Milford,38.9595,-75.4275,112,1.3294,,
FLAB,Aripeka-Bayport,28.4667,-82.5833,110,2.1569,,
FLFM,Fort Myers,26.5551,-81.9906,110,1.2291,,
FLIS,Ichetucknee-Santa Fe-O'Leno,29.9335,-82.6785,110,1.2979,,
TXOR,Old River,29.8667,-94.7333,109,1.7031,,
SCLS,Lower Saluda,34.0346,-81.1712,109,1.3093,"HC, ",RC
TXTA,Trinity River Audubon Center,32.6407,-96.6577,108,2.3478,,
MDTR,Triadelphia Reservoir,39.1605,-76.9885,107,0.5879,,
BLPG,"Punta Gorda, Belize",16.1465,-88.8893,104,1.6774,,
SCSP,Spartanburg,34.9000,-81.9500,103,1.6680,,
DEWI,Wilmington,39.7450,-75.6399,103,0.7801,,
NJNH,Northwestern Hunterdon County,40.6365,-74.9098,101,10.1000,,
INSM,Spring Mill S.P.,38.7233,-86.4170,101,2.2825,,
VATP,The Plains,38.7833,-77.7555,101,0.6954,,
TXPI,Pineywoods,30.6331,-94.9459,101,2.9275,,
FLME,Melrose,29.7480,-81.9929,100,1.7391,,
CLSB,"Sabana de Bogotá, Cundinamarca, Colombia",4.8000,-74.0667,100,1.4815,,
VARO,Roanoke,37.3034,-79.9446,99,1.9412,,
TXWS,Weslaco,26.1507,-97.9421,96,0.5783,"HC, ",
VAWY,Waynesboro,37.9810,-78.9550,96,1.2508,,
FLAP,Avon Park A.F. Range,27.6501,-81.2896,95,1.3768,,
VAWP,Wachapreague,37.6707,-75.6998,95,0.6507,,
SCSN,Santee N.W.R.,33.5104,-80.4080,95,1.0870,,
KYWC,Wayne County,36.8972,-84.8213,94,2.0215,,
WVCT,Charles Town,39.3319,-77.8512,93,1.3333,,
OHHH,Hocking Hills,39.4993,-82.5665,93,2.4106,,
PALA,Lancaster,39.9921,-76.3614,92,0.8429,,
OKSV,Spavinaw,36.4000,-94.9501,92,0.8270,,
TRTR,Trinidad,10.6336,-61.3390,92,0.9892,,
GAOK,Okefenokee N.W.R.,30.8001,-82.1333,90,1.8090,,
FLSO,STA5-Clewiston,26.5157,-80.8798,90,1.0843,,
ARFA,Fayetteville,36.0566,-94.1719,89,0.9834,,
CRSR,"Santa Rosa - Area de Conservacion Guanacaste, Costa Rica",10.8713,-85.6905,88,0.8957,,
SCNG,North Greenville,35.0097,-82.3458,87,2.2025,"HC, ",RC
PAEL,Elverson,40.1334,-75.7667,86,0.9773,,
SCCG,Congaree Swamp,33.7612,-80.7476,85,0.9506,,
OHBF,The Brown Family Environmental Cente,40.4337,-82.4828,84,1.7073,"HC, ",
CLMP,"Mocoa, Putumayo, Colombia",1.1276,-76.6265,84,3.2308,,
VAWB,Washington's Birthplace,38.1143,-76.9478,83,1.4310,,
TXRO,Rockport,28.0669,-97.1167,83,1.4561,,
TXHO,Houston,29.7497,-94.9492,81,1.1912,,
TXCR,Crawford,31.5560,-97.3556,81,1.6753,LC,
LAST,St. Tammany Parish,30.4211,-90.0886,81,0.9161,,
TXTC,Turkey Creek,30.5168,-94.3167,81,1.7861,,
MSSH,Southern Hancock County,30.2906,-89.5034,79,0.9753,,
NCFL,Falls Lake,35.9969,-78.6162,79,0.8338,,
LASA,Sabine N.W.R.,29.8545,-93.3892,79,0.9213,,
TXPR,Paris,33.7500,-95.5667,78,7.4286,"HC, ",
MDDE,Denton,38.9055,-75.8350,77,0.9809,,
NJWV,Walnut Valley,40.9760,-75.0226,77,0.6498,,
PAWN,Western Chester County,39.9369,-75.9020,77,0.9935,,
GAMA,Macon,32.8321,-83.6663,75,1.2821,,
NJEL,Elmer,39.5834,-75.1428,75,1.2097,,
NJNG,Northwestern Gloucester County,39.7727,-75.2442,73,0.5984,,
ILML,"Mermet Lake, Massac County",37.2000,-88.7500,73,1.4197,,
GMAV,"Atitlan Volcano, Guatemala",14.5777,-91.1581,72,1.1383,,
NJCC,Cumberland County,39.3325,-75.2004,71,0.5657,,
VAFI,Fincastle,37.5276,-79.8733,71,1.2456,,
PANB,New Bloomfield,40.4002,-77.1500,71,0.8256,"HC, ",
TNCH,Chattanooga,35.1040,-85.2292,70,0.7368,,
KYCC,Calloway County,36.6003,-88.1999,69,1.6429,"HC, ",
WVPC,Pendleton County,38.6579,-79.3113,69,1.2958,,
NJAS,Assunpink,40.1600,-74.4242,68,0.9237,,
NCWS,Winston-Salem,36.0840,-80.3067,68,3.3580,,
LANA,Natchitoches,31.8240,-93.0635,68,1.2593,,
WVIN,Inwood,39.4451,-78.1061,67,0.8730,,
TNKN,Knoxville,35.9136,-84.0796,67,0.4727,,
NCBR,Brevard,35.1832,-82.6722,67,1.2642,,
GACL,Carter's Lake,34.5801,-84.7917,67,0.7592,,
ECYY,"Yanayacu, Napo, Ecuador",-0.6519,-77.8078,67,0.3260,,
MDLR,Loch Raven,39.4856,-76.6335,66,0.5038,,
VAMA,Mathews,37.4399,-76.3143,66,0.5500,,
MOMI,Mingo N.W.R.,36.9833,-90.2000,66,1.3895,,
MDST,St. Michaels,38.7506,-76.2531,66,0.6778,,
TNBI,Bristol,36.6058,-82.0999,66,1.1528,,
ALGS,Gulf Shores,30.3167,-87.6333,65,0.5616,,
KYSO,Somerset,37.1025,-84.6038,65,1.3000,,
TXLD,Laredo,27.5000,-99.4167,64,1.2800,"HC, ",
PAHR,Harrisburg,40.2340,-76.9349,64,0.5224,,
SCLO,Lowcountry,32.3994,-80.5397,64,2.0000,,
TXRL,Robert Lee,31.9161,-100.4999,63,1.9091,,
NCBC,Buncombe County,35.6000,-82.4033,62,0.7447,,
WVLE,Lewisburg,37.8017,-80.4454,62,0.9920,,
FLCH,Choctawhatchee River,30.6660,-85.8322,62,0.8464,,
TXBP,Bolivar Peninsula,29.5504,-94.4668,61,0.5152,,
TXFD,Falcon Dam and S.P.,26.4967,-99.0884,60,2.5000,LC,
TXBV,Brownsville,25.9328,-97.4748,60,0.6202,,
GAPR,Piedmont N.W.R.-Rum Creek W.M.A.,33.0936,-83.7470,59,1.0261,,
VAGS,Glade Spring,36.7883,-81.7787,59,0.9291,,
KYHO,Hopkinsville,36.8615,-87.4730,58,2.2308,"HC, ",
ILWV,Warbluff Valley Sanctuary,37.4056,-88.6111,58,1.8125,,
ILCY,Cypress Creek,37.3190,-89.0213,57,0.9421,,
VANO,Nokesville,38.6220,-77.5367,57,0.8382,,
DCDC,Washington,38.8674,-77.0685,57,0.2229,,
FLCE,Coot Bay-Everglades N.P.,25.1410,-80.9582,55,0.8527,,
NCCR,Charlotte,35.1765,-80.8759,55,0.7051,,
MXMM,"Reserva Monte Mojino (REMM), Sonora, Mexico",27.1083,-108.6736,55,0.8943,,
MSGR,Grenada,33.8500,-89.7170,54,1.7143,,
LABC,Bossier-Caddo-Bienville,32.2932,-93.5026,54,0.7013,,
ALAU,Auburn,32.5860,-85.4497,54,0.9000,,
SCCL,Clemson,34.6346,-82.8365,53,1.1042,,
MDLK,Lower Kent County,39.1427,-76.1921,52,0.4454,,
TXAZ,Anzalduas-Bentsen,26.2235,-98.3944,51,0.5126,LC,
TXCK,Choke Canyon,28.4913,-98.3082,50,0.7692,LC,
NCAL,Alamance County,36.0693,-79.4003,50,1.1494,,
NYRC,Rockland County,41.1480,-73.9895,49,0.6203,,
NISN,"Sierritas de Managua, Conteo Navideño, Nicaragua",11.9514,-86.2401,48,1.8462,,
NCGA,Gastonia,35.2609,-81.1334,48,0.7805,,
MDEL,Elkton,39.5333,-75.9424,47,0.7556,,
NCWI,Wilmington,34.1401,-77.8936,45,0.4245,,
NCHC,Henderson County,35.3430,-82.5530,45,0.7377,,
DESN,Seaford-Nanticoke,38.5845,-75.5739,45,0.5863,,
AZPT,Phoenix-Tres Rios,33.3725,-112.3582,45,0.3396,,
TXLR,Lake Ray Hubbard,32.9296,-96.5363,45,0.9137,"HC, ",
DECH,Cape Henlopen-Prime Hook,38.8072,-75.1878,45,0.5341,,
GAAB,Albany,31.4333,-84.4167,45,0.7660,,
NCRM,Rocky Mount,35.9385,-77.8396,44,1.0353,,
MXBL,"Barranca Rancho la Liebre, Sinaloa, Mexico",23.5696,-105.8494,44,4.4000,,
FLTH,Tallahassee,30.5291,-84.2364,44,0.4944,,
NCMA,Mattamuskeet N.W.R.,35.4500,-76.1333,44,0.9072,,
ALGU,Guntersville,34.3883,-86.2803,44,0.5906,,
PALZ,Lititz,40.2261,-76.3024,43,0.3144,,
MXBP,"Bosque La Primavera, Jalisco, Mexico",20.6333,-103.5526,43,3.5833,,
TXGA,Galveston,29.3333,-94.8333,43,0.3755,"HC, ",
NCSB,Southport-Bald Head-Oak Islands,33.9388,-78.0265,43,0.4399,,
CLLK,"PNN Los Katíos, Chocó, Colombia",7.7793,-77.0902,42,3.1111,,
SCPW,Pinewood,33.7394,-80.4825,42,1.0244,,
KYLO,Louisville,38.2813,-85.6348,42,0.4841,,
PAGL,Delaware County (Glenolden),39.8992,-75.3729,42,0.2538,,
GASI,Sapelo Island,31.4500,-81.2333,41,0.7671,,
SCLP,Litchfield-Pawleys Island,33.4908,-79.0904,40,0.3931,,
PAUB,Upper Bucks County,40.4036,-75.3650,40,0.2595,,
TNCC,Cross Creeks N.W.R.,36.4760,-87.7528,39,1.2188,,
TXOC,Orange County,30.0741,-93.9050,39,1.3684,,
TXSC,Spring Creek,30.1268,-95.4432,39,1.1471,,
NYSU,Southern Orange County,41.3022,-74.3415,38,0.8261,,
INLM,Lake Monroe,39.0152,-86.3984,37,0.3844,"HC, ",
GAAF,Amicalola Falls,34.4946,-84.1648,37,1.5417,,
CRMO,"Monteverde, Costa Rica",10.2999,-84.7667,37,0.3682,,
TXLV,Lewisville,33.0301,-96.9929,37,0.6491,,
ARCC,Crooked Creek Valley,36.1715,-93.1425,36,0.7423,,
TXKV,Kerrville,30.0646,-99.1757,36,1.2857,,
KYCF,Cumberland Falls,36.8900,-84.2611,36,1.0667,,
NJBP,Belleplain,39.2500,-74.9333,36,0.7200,,
TNEL,Elizabethton,36.3413,-82.1263,36,0.6792,,
NCGR,Greensboro,36.1163,-79.8370,36,0.3758,,
GASC,St. Catherines Island,31.6351,-81.1226,35,0.2571,,
TXCO,Comstock,29.7104,-101.2531,34,2.0606,,
VALE,Lexington,37.8480,-79.4769,34,0.6476,,
NCRV,Raven Rock S.P.,35.4095,-78.8180,34,0.5097,"HC, ",
GADA,Dalton,34.7667,-84.9667,34,0.8395,,
SCYR,York-Rock Hill,34.9565,-81.1060,34,3.0909,,
INWH,Whitewater S.P.,39.5909,-84.9936,33,0.8250,,
PANV,Newville,40.1492,-77.3681,33,0.4748,,
KYLB,Land Between the Lakes,36.9367,-88.1683,33,0.6471,,
DERE,Rehoboth,38.6035,-75.1073,32,0.3879,,
ECLA,"Loma Alta, Manabí, Ecuador",-1.8958,-80.6235,32,2.6667,,
GAFC,Floyd County,34.2898,-85.1805,32,0.4848,,
NJRA,Ramsey,41.0935,-74.2541,32,0.4384,,
PALV,Lehigh Valley,40.5479,-75.6059,31,0.2931,,
NYEO,Eastern Orange County,41.4811,-74.1473,31,0.3196,,
WVOH,Oak Hill,38.0030,-81.1600,31,2.1379,,
WVMF,Moorefield,39.0623,-78.9695,31,1.1071,"HC, ",
NCSP,Southern Pines,35.2167,-79.3167,31,0.4451,,
KYLH,"Lincolns Birthplace-Hodgenville, LaRue County",37.5730,-85.7400,31,0.9254,,
NJBA,Barnegat,39.6667,-74.1667,31,0.3100,,
MDWC,Washington County,39.5656,-77.7308,31,1.3478,,
NJMO,Moorestown,39.9422,-74.9391,30,0.1948,,
TXHG,Harlingen,26.1770,-97.6813,30,0.1747,"HC, ",
MSAL,Arkabutla Lake,34.7624,-90.1306,29,0.7073,,
FLFL,Fort Lauderdale,26.1360,-80.2191,29,0.7484,,
TNCN,Cane Creek,35.7081,-87.7751,29,1.0741,,
TXCD,Cedar Hill,32.5931,-96.9510,28,0.4029,,
SCWB,Winyah Bay,33.2458,-79.2292,28,0.4571,,
PAYO,York,39.8073,-76.8825,28,0.3518,,
VANR,Nansemond River,36.8472,-76.4333,28,0.2979,,
TXPA,Port Aransas,27.8502,-97.1000,28,0.2917,,
NCPD,Pee Dee N.W.R.,35.1167,-80.0500,28,1.6471,,
INOR,Ohio River,39.1021,-84.9016,27,0.7152,,
WVMO,Morgantown,39.6438,-79.9200,27,0.4977,,
PAGE,Gettysburg,39.8304,-77.3177,27,0.6000,,
SCKE,Keowee,34.8137,-82.9787,27,0.4334,,
NCCV,Catawba Valley,35.7918,-81.3096,27,1.0588,,
MXCC,"La Cienega de Chapala, Jalisco, Mexico",20.2120,-102.6844,26,2.1667,,
ARFS,Fort Smith-Moffett,35.3818,-94.3766,26,1.2381,,
PACT,Curtin,40.5667,-76.8333,26,0.4094,,
FLBC,Bay County,30.1851,-85.6719,26,0.6710,,
CRCA,"Cacao-Area de Conservacion Guancaste, Costa Rica",10.9532,-85.3889,25,0.3597,,
TXMC,Mckinney,33.1585,-96.6154,25,0.4065,,
NCGV,Greenville,35.5885,-77.2387,25,0.8333,,
