Species_Name
Black Vulture

Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,Flags,Editor_Comments
SCLP,Litchfield-Pawleys Island,33.4908,-79.0904,253,1.9961,"HC, ",rc
OKTI,Tishomingo N.W.R.,34.1833,-96.6500,241,5.0208,,
FLJD,Jonathan Dickinson S.P.,26.9921,-80.1469,240,1.7266,,
SCLW,Lake Wateree,34.3548,-80.8368,230,4.4878,,
FLNP,North Pinellas,28.0672,-82.7388,230,2.5843,,
TNHP,Hickory-Priest,36.1926,-86.6634,228,5.9221,"HC, ",
NJBP,Belleplain,39.2500,-74.9333,225,2.2613,"HC, ",
FLFP,Fort Pierce,27.4177,-80.3828,225,2.5424,,
TXDR,Del Rio,29.4651,-100.9585,217,4.1333,,
TXCO,Comstock,29.7104,-101.2531,215,5.1497,,
FLLW,Lake Wales,27.8939,-81.5189,215,1.5357,,
TXVI,Victoria,28.8723,-97.0784,214,2.7436,,
MDJB,Jug Bay,38.7532,-76.6415,212,2.1200,,
TXNA,Nacogdoches,31.5332,-94.6563,212,1.6000,,
FLCR,Crystal River,28.8712,-82.5776,210,3.0657,,
TNCY,Clay County,36.4995,-85.3667,208,3.7991,,
TXCK,Choke Canyon,28.4913,-98.3082,205,2.9181,,
TXLH,Lake Houston,29.9400,-95.1800,204,5.0370,,
VALC,Little Creek,36.8508,-76.0994,202,2.2198,"HC, ",
ILCY,Cypress Creek,37.3190,-89.0213,201,1.8568,"HC, ",
FLNA,Naples,26.1278,-81.7645,200,1.8561,,
CLSB,"Sabana de Bogotá, Cundinamarca, Colombia",4.8000,-74.0667,197,2.3041,,
GACI,Cumberland Island,30.8151,-81.4673,195,2.2807,,
TXKV,Kerrville,30.0646,-99.1757,194,3.4035,,
PACB,Central Bucks County,40.3102,-75.1017,192,1.3380,,
VASL,Shenandoah N.P.-Luray,38.5948,-78.4572,191,2.7286,,
FLPI,Ponce Inlet,29.0623,-81.0073,190,2.3602,,
MXRA,"Rancho las Carreras, Tamaulipas, Mexico",25.4700,-97.3200,190,17.2727,,
FLTA,Tampa,28.0107,-82.4595,185,1.7371,,
TXTC,Turkey Creek,30.5168,-94.3167,177,3.0517,"HC, ",
TXLO,Lake O' the Pines,32.8001,-94.5947,172,2.2338,,
GAHN,Harris Neck N.W.R.,31.6837,-81.2940,167,2.2193,,
VAHO,Hopewell,37.3670,-77.2842,167,2.2721,,
TXBZ,Brazos Bend,29.3734,-95.6688,165,1.7277,,
FLSM,St. Marks,30.1536,-84.2227,165,2.0886,,
RPPC,"Pacific Canal Area, Panama",9.0003,-79.5832,163,2.5873,,
FLGA,Gainesville,29.6027,-82.3127,160,0.8602,,
FLAL,Alafia Banks,27.7920,-82.3349,160,1.6710,,
FLST,Stuart,27.2121,-80.2624,160,0.7843,,
FLSR,Sarasota,27.2988,-82.4976,160,1.6327,,
ALGU,Guntersville,34.3883,-86.2803,158,1.9268,,
TNCV,Cookeville,36.1448,-85.4747,157,2.7424,,
VATP,The Plains,38.7833,-77.7555,152,1.0133,,
VAWA,Walkerton,37.6809,-77.0313,151,1.4840,"HC, ",
GACG,Callaway Gardens,32.8240,-84.8437,151,2.0066,,
OKFG,Fort Gibson Reservoir,35.8500,-95.3167,151,2.9608,,
TXTY,Tyler,32.2777,-95.2991,150,2.0478,,
TNDK,DeKalb County,36.0200,-85.8500,150,2.1583,,
FLDB,Daytona Beach,29.2629,-81.1173,145,3.6250,"HC, ",
TNNA,Nashville,36.0545,-86.9287,145,1.8354,,
TXWC,Wise County,33.2500,-97.6667,144,2.2677,,
ARML,Magnolia-Lake Columbia,33.2684,-93.2832,143,2.2698,"HC, ",
WVLE,Lewisburg,37.8017,-80.4454,140,2.2222,,
MXNY,"Northeastern Coast of the Yucatan Peninsula (Rio Lagartos), Mexico",21.6000,-88.1600,131,10.9167,,
TXBB,Bastrop-Buescher State Parks,30.0866,-97.2484,131,2.2783,,
PASL,Southern Lancaster County,39.8172,-76.1698,127,0.8467,,
TXBP,Bolivar Peninsula,29.5504,-94.4668,127,1.5875,,
ARMH,Mountain Home,36.3862,-92.4672,126,4.5000,,
VAGS,Glade Spring,36.7883,-81.7787,126,2.3551,,
TNCH,Chattanooga,35.1040,-85.2292,125,1.3661,,
VACL,Central Loudon,39.0905,-77.6198,125,0.7331,,
ECNM,"Mindo-Tandayapa, Pichincha, Ecuador",-0.0542,-78.6821,125,0.3636,,
NJWC,Warren County-Northampton County,40.7800,-75.1001,124,1.5897,,
MXCZ,"Coast of Central Veracruz, Mexico",19.3100,-96.2844,123,4.9200,,
MXSB,"San Blas, Nayarit, Mexico",21.5499,-105.1902,123,1.9370,,
NCCP,Chapel Hill,35.9131,-79.0558,122,0.7613,,
FLEP,East Pasco,28.3103,-82.2374,120,3.1169,,
OKBB,Broken Bow Reservoir,34.0554,-94.7048,119,2.4040,"HC, ",
PAEL,Elverson,40.1334,-75.7667,118,1.0000,,
WVCT,Charles Town,39.3319,-77.8512,117,2.0260,,
DERE,Rehoboth,38.6035,-75.1073,116,1.2889,,
VAFB,Fort Belvoir,38.7090,-77.1939,115,0.2983,"HC, ",
TXAY,Armand Bayou,29.5498,-95.0489,114,1.4805,,
MDRR,Rock Run,39.6041,-76.1670,114,1.0580,,
TXHA,Hagerman N.W.R.,33.7807,-96.7444,111,1.4006,,
ARAR,Arkadelphia,34.1333,-93.0500,111,1.2065,,
VAWY,Waynesboro,37.9810,-78.9550,110,1.6541,"HC, ",
TXHO,Houston,29.7497,-94.9492,110,1.1000,,
CRGD,"Osa Peninsula, Golfo Dulce Reserve, Costa Rica",8.5251,-83.2002,109,9.0833,,
GAFC,Floyd County,34.2898,-85.1805,108,1.3171,"HC, ",
TXPS,Palestine,31.7624,-95.7664,108,3.0000,"HC, ",
MDSE,Seneca,39.0671,-77.3285,108,0.4206,,
MDOC,Ocean City,38.3128,-75.2122,106,0.5528,,
TRTR,Trinidad,10.6336,-61.3390,106,2.4941,,
FLTT,Ten Thousand Islands,25.9500,-81.6200,105,0.9836,,
PEPA,"Posada Amazonas, Peru",-12.4000,-69.1600,105,15.0000,,
TXMC,Mckinney,33.1585,-96.6154,105,1.4894,,
TNFC,Fayette County,35.1209,-89.3470,105,5.0000,,
MDSM,Sugarloaf Mountain,39.2841,-77.3920,105,0.6250,,
MDBO,Bowie,38.9927,-76.7852,102,0.3864,,
LASA,Sabine N.W.R.,29.8545,-93.3892,102,0.9855,,
TXBU,Bell County,30.9667,-97.4500,100,2.2222,,
FLAB,Aripeka-Bayport,28.4667,-82.5833,100,1.6327,"HC, ",
TNHI,Hiwassee,35.3655,-84.9200,99,1.6500,,
CRLS,"La Selva, Lower Braulio Carillo N.P., Costa Rica",10.3665,-84.0499,99,0.4754,,
ARCC,Crooked Creek Valley,36.1715,-93.1425,98,1.9406,,
VACC,Cape Charles,37.1899,-75.9410,98,0.5506,,
GAPR,Piedmont N.W.R.-Rum Creek W.M.A.,33.0936,-83.7470,97,3.5926,,
LADA,D'Arbonne,32.6583,-92.2410,96,0.9673,,
FLPR,Peace River,26.9243,-82.0474,95,0.7917,,
TXTT,Tenaha-Timpson,31.9610,-94.4210,94,2.0215,,
TXVC,Village Creek Drying Beds,32.7667,-97.1167,92,1.4603,,
TXRL,Robert Lee,31.9161,-100.4999,92,2.5556,"HC, ",
DEMF,Milford,38.9595,-75.4275,92,0.9946,"HC, ",
CRMO,"Monteverde, Costa Rica",10.2999,-84.7667,92,0.3898,,
TNCL,Clarksville,36.5000,-87.3833,91,1.6852,,
TXOR,Old River,29.8667,-94.7333,91,1.4560,,
OHCI,Cincinnati,39.1000,-84.3000,91,0.4840,"HC, ",
MSNO,Noxubee N.W.R.,33.2784,-88.7929,91,1.1818,,
MSSH,Southern Hancock County,30.2906,-89.5034,90,0.8200,,
SCHH,Hilton Head Island,32.2000,-80.7500,90,0.4147,,
FLJA,Jacksonville,30.4152,-81.4877,90,0.6000,,
FLNR,West Pasco (New Port Richey),28.2604,-82.6949,90,0.8000,,
ECLA,"Loma Alta, Manabí, Ecuador",-1.8958,-80.6235,90,3.3333,,
FLDC,Dade County,25.8402,-80.1883,90,1.2162,,
MDCR,Crisfield,38.0298,-75.7577,89,0.6980,,
MDAG,Annapolis-Gibson Island,39.0033,-76.5065,89,0.2862,,
PARD,Reading,40.3667,-75.8667,89,1.0988,,
INPL,Patoka Lake,38.4347,-86.6062,88,3.2000,"HC, ",
MXBS,"Baviacora, Sonora, Mexico",29.6167,-110.1667,88,2.0000,,
TXLV,Lewisville,33.0301,-96.9929,88,1.2800,"HC, ",
LASH,Shreveport,32.5371,-93.8922,87,1.2000,,
PALT,Juniata County - Lewistown,40.5472,-77.3671,87,1.0774,,
NCFL,Falls Lake,35.9969,-78.6162,86,0.8019,,
OKSV,Spavinaw,36.4000,-94.9501,85,1.5888,,
TXPP,Palo Pinto,32.7578,-98.2933,85,3.6170,,
TXCC,Corpus Christi,27.8334,-97.5833,84,0.8528,,
MXCS,"Canon del Sumidero, Mexico",16.8284,-93.1062,84,7.0000,,
WVPA,Pipestem Area,37.5800,-80.9196,83,3.3878,"HC, ",
NCBC,Buncombe County,35.6000,-82.4033,82,0.8542,"HC, ",
NCRM,Rocky Mount,35.9385,-77.8396,82,1.8222,"HC, ",
TXBE,Beech Creek,30.7667,-94.2000,81,3.5217,,
FLEM,Emeralda-Sunnyhill,28.9718,-81.8529,80,0.6400,,
MSLC,Lauderdale County,32.4676,-88.7230,80,0.9249,,
SCCO,Columbia,33.9300,-80.9214,80,1.5842,"HC, ",rc
FLSA,St. Augustine,29.9333,-81.3162,80,0.9091,"HC, ",
FLFM,Fort Myers,26.5551,-81.9906,80,0.8377,,
ALTU,Tuscaloosa,33.2390,-87.5766,80,2.3529,,
MSJA,Jackson,32.4476,-90.0040,79,0.9968,,
PAWN,Western Chester County,39.9369,-75.9020,77,0.6160,"HC, ",
AZNO,Nogales,31.4338,-110.9358,77,0.8415,,
VABL,Blacksburg,37.2153,-80.4690,76,0.6726,,
NCJL,Jordan Lake,35.6950,-79.0433,75,0.4011,,
PAHM,Hamburg,40.5994,-75.9269,74,0.5175,"HC, ",
NCIC,Iredell County,35.8967,-80.8997,74,2.3125,,
TXSC,Spring Creek,30.1268,-95.4432,74,2.1765,,
GAOK,Okefenokee N.W.R.,30.8001,-82.1333,73,1.8137,,
VALE,Lexington,37.8480,-79.4769,72,1.5000,,
NJGS,Great Swamp-Watchung Ridges,40.6983,-74.4017,71,1.0071,"HC, ",
GAAB,Albany,31.4333,-84.4167,68,1.6386,,
TXAR,Aransas N.W.R.,28.2333,-96.8833,67,0.9241,,
TXWW,Welder Wildlife Refuge,28.1136,-97.4171,67,2.2333,,
ARHB,Holla Bend N.W.R.,35.1660,-93.1382,66,0.8199,,
NCWS,Winston-Salem,36.0840,-80.3067,66,0.7586,,
PAGL,Delaware County (Glenolden),39.8992,-75.3729,66,0.3793,"HC, ",
SCCA,Charleston,32.9333,-79.7000,66,0.9851,,
NJCC,Cumberland County,39.3325,-75.2004,66,0.4748,,
VACN,Calmes Neck,39.1242,-77.8913,64,0.5246,,
PAGE,Gettysburg,39.8304,-77.3177,63,0.9130,,
NYPC,Putnam County,41.3990,-73.8022,63,0.4693,,
SCAB,Ace Basin,32.6126,-80.4813,62,4.1333,,
GAAH,Athens,33.9305,-83.3812,62,0.5598,,
VAWB,Washington's Birthplace,38.1143,-76.9478,62,1.2784,,
TXWK,West Kerr County,30.0809,-99.4279,62,1.2850,,
TNKN,Knoxville,35.9136,-84.0796,62,0.5368,,
MXCM,"Cumbres de Monterrey, Nuevo Leon, Mexico",25.4681,-100.2085,60,2.7273,,
RPVC,"Volcan, Chiriqui, Panama",8.8507,-82.6668,60,1.2500,,
OHMI,Millersburg,40.5416,-81.9270,60,0.2256,,
LANA,Natchitoches,31.8240,-93.0635,57,0.9661,,
MDDE,Denton,38.9055,-75.8350,56,0.6022,,
RPCC,"Central Canal Area, Panama",9.1333,-79.7833,56,1.2444,,
LATR,Tensas River N.W.R.,32.2833,-91.3667,56,2.6047,,
VAMB,Manassas-Bull Run,38.8387,-77.4315,56,0.3944,,
ECNA,"Napo, Amazon, Ecuador",-0.2800,-76.2300,56,0.4686,,
NCGV,Greenville,35.5885,-77.2387,55,1.5714,,
VAFI,Fincastle,37.5276,-79.8733,54,1.1489,,
SCSN,Santee N.W.R.,33.5104,-80.4080,54,0.5538,"HC, ",rc
PAWC,West Chester,39.9600,-75.6047,53,0.3779,,
OHAC,Adams County,38.7953,-83.5461,53,0.5889,,
TXCY,Cypress Creek,29.9561,-95.8900,53,0.4061,,
NCSL,Southern Lake Norman,35.4326,-80.8702,53,0.9060,,
PAAU,Audubon,40.1341,-75.4260,51,0.3792,,
MSGR,Grenada,33.8500,-89.7170,50,1.0638,"HC, ",
DESN,Seaford-Nanticoke,38.5845,-75.5739,50,0.6410,"HC, ",
FLLO,Long Pine Key,25.3568,-80.7186,50,1.5152,,
ILML,"Mermet Lake, Massac County",37.2000,-88.7500,49,0.8033,,
SCMC,McClellanville,33.1003,-79.4037,48,0.7059,,
INWH,Whitewater S.P.,39.5909,-84.9936,48,1.4118,,
MDSA,Salisbury,38.3333,-75.7333,48,0.4948,,
MSHA,Hattiesburg,31.2903,-89.3133,48,1.0105,,
KYLO,Louisville,38.2813,-85.6348,48,0.7218,,
MDSD,Southern Dorchester County,38.3617,-76.0371,46,0.5000,"HC, ",
NJEL,Elmer,39.5834,-75.1428,45,0.6716,,
TNCO,Columbia,35.5990,-87.1613,45,1.4286,,
FLCK,Cedar Key,29.1942,-83.0149,45,0.9474,"HC, ",
LANO,New Orleans,30.0236,-89.9167,43,0.5000,,
MDPT,Port Tobacco,38.4833,-77.0333,42,0.7887,,
FLCB,Choctawhatchee Bay,30.4462,-86.5182,40,0.2802,,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,40,0.3540,,
NJSA,Salem,39.6140,-75.4142,40,0.6612,,
TNNO,Norris,36.2242,-84.0927,40,0.8205,,
VALA,Lake Anna,38.0850,-77.8139,40,0.6723,,
GASV,"Savannah, GA-SC",32.0842,-81.0667,40,0.2585,,
MSNA,Natchez,31.6167,-91.3792,40,0.9195,,
GASC,St. Catherines Island,31.6351,-81.1226,39,0.4149,,
KYFR,Frankfort,38.2271,-84.8525,39,1.4182,,
TXLA,Laguna Atascosa N.W.R.,26.2391,-97.3814,39,0.6446,,
NJBA,Barnegat,39.6667,-74.1667,39,0.4021,"HC, ",
MDTR,Triadelphia Reservoir,39.1605,-76.9885,39,0.4063,,
FLZE,Zellwood-Mount Dora,28.7309,-81.6062,37,0.4837,,
SCSP,Spartanburg,34.9000,-81.9500,37,0.5481,,
MSVI,Vicksburg,32.3108,-90.9068,36,0.4737,,
ARFA,Fayetteville,36.0566,-94.1719,35,0.5469,,
FLBO,Brooksville,28.5480,-82.3245,35,0.4861,,
FLFL,Fort Lauderdale,26.1360,-80.2191,35,0.4605,,
ILWV,Warbluff Valley Sanctuary,37.4056,-88.6111,35,0.6699,,
NJWV,Walnut Valley,40.9760,-75.0226,35,0.3241,,
MXRC,"Rio Corona, Tamaulipas, Mexico",23.9333,-98.9333,35,2.9167,,
ALGS,Gulf Shores,30.3167,-87.6333,35,0.2083,,
NJNG,Northwestern Gloucester County,39.7727,-75.2442,35,0.3398,,
SCAI,Aiken,33.5636,-81.6179,34,0.6126,,
GAGC,Glynn County,31.1128,-81.4261,34,0.4892,,
TNJA,Jackson,35.6119,-88.8205,33,1.4667,,
TNBR,Buffalo River,35.3001,-87.4573,33,0.6535,,
FLSP,St. Petersburg,27.7991,-82.6794,33,0.3367,,
VABK,Brooke,38.3703,-77.3287,32,0.4169,,
NCGR,Greensboro,36.1163,-79.8370,31,0.4106,,
VAAC,Augusta County,38.2046,-78.9913,31,0.7515,,
FLCE,Coot Bay-Everglades N.P.,25.1410,-80.9582,30,0.4545,,
CLRP,"Reserva de Planalto, Caldas, Colombia",5.0098,-75.5889,30,2.7273,,
FLME,Melrose,29.7480,-81.9929,30,0.7407,,
OKSE,Sequoyah,34.4985,-94.9695,30,1.0000,,
NCSP,Southern Pines,35.2167,-79.3167,30,0.4240,,
GAAU,Augusta,33.4393,-82.0239,29,0.5043,,
NJRA,Ramsey,41.0935,-74.2541,29,0.3580,"HC, ",
GAAF,Amicalola Falls,34.4946,-84.1648,29,0.6374,,
ALEU,Eufaula N.W.R.,31.9939,-85.0886,29,0.6444,,
NYPE,Peekskill,41.2500,-73.8500,29,0.2589,"HC, ",
FLHC,Hamilton County,30.3360,-82.7595,28,0.6914,,
TXUC,Uvalde County,29.2096,-99.7862,28,0.9739,,
NCSB,Southport-Bald Head-Oak Islands,33.9388,-78.0265,27,0.2535,,
MSSL,Sardis Lake,34.4369,-89.7010,26,0.5073,,
DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,26,0.1751,,
TXCA,Caddo National Grasslands,33.7405,-96.0024,26,0.5200,,
TXAB,Abilene,32.3501,-99.7502,25,0.5102,,
NCTR,Tryon,35.2088,-82.2390,25,0.7874,,
SCLC,Long Cane,34.0000,-82.3333,25,0.9901,,
NCHC,Henderson County,35.3430,-82.5530,25,0.3155,,
MOMI,Mingo N.W.R.,36.9833,-90.2000,25,0.3413,"HC, ",
PALZ,Lititz,40.2261,-76.3024,24,0.1784,,
MSAL,Arkabutla Lake,34.7624,-90.1306,24,0.9796,"HC, ",
BLGJ,"Gallon Jug, Belize",17.5611,-89.0441,24,0.3902,,
GABL,Bainbridge-Lake Seminole,30.8850,-84.6315,23,0.5714,,
VABD,Blackford,37.0016,-81.9265,23,0.4792,,
LAPP,Pine Prairie,30.7643,-92.3765,23,0.4600,,
TNCC,Cross Creeks N.W.R.,36.4760,-87.7528,22,0.4536,,
TNWC,Warren County,35.6748,-85.7770,22,0.7458,,
TXAZ,Anzalduas-Bentsen,26.2235,-98.3944,22,0.4400,,
NJMO,Moorestown,39.9422,-74.9391,21,0.1302,"HC, ",
NCPE,Pettigrew S.P.,35.7667,-76.4500,21,0.4693,,
FLWP,West Palm Beach,26.5672,-80.1270,20,0.2116,,
MSPR,"Pearl River, MS-LA",30.4800,-89.6900,20,1.4286,,
OKSC,Stephens County,34.5667,-97.7833,20,0.4301,,
MXEJ,"Ejido San Pedro, Chihuahua, Mexico",30.7765,-108.4658,20,0.2996,,
MXEY,East Coast of the Yucatan Peninsula (El Cuyo),21.5207,-87.6860,19,1.5833,,
NJCM,Cape May,39.0123,-74.8778,19,0.1159,,
TXBG,Big Bend N.P. (east),29.1826,-103.0444,19,0.4634,"HC, ",
DEMI,Middletown,39.4753,-75.6347,19,0.3602,,
TNBI,Bristol,36.6058,-82.0999,19,0.3455,,
KYDA,Danville,37.6463,-84.7733,19,0.4176,,
KYKL,Kleber W.M.A.,38.4633,-84.7767,19,0.8736,,
LANI,New Iberia,30.0017,-91.8949,18,0.3130,,
DECH,Cape Henlopen-Prime Hook,38.8072,-75.1878,18,0.3025,,
KYLE,Lexington,37.9227,-84.4719,18,0.1600,,
NCRK,Roanoke Rapids,36.4025,-77.5651,18,1.8000,,
VACI,Chincoteague N.W.R.,37.9672,-75.3669,18,0.1667,,
TXSR,Sea Rim S.P.,29.7334,-93.9563,18,0.3103,,
TXLS,La Sal Vieja,26.4849,-97.9649,17,0.2625,,
VAMA,Mathews,37.4399,-76.3143,17,0.1417,,
ECCB,"Cerro Blanco-Chongon-Puerto Hondo Estuary, Ecuador",-2.1099,-80.0400,17,0.3148,,
TXRO,Rockport,28.0669,-97.1167,17,0.2345,,
LACA,Catahoula N.W.R.,31.5080,-92.0589,17,0.2118,,
MASO,Southern Berkshire,42.1517,-73.3276,17,0.3434,"US, HC, ","ED, PS"
LAST,St. Tammany Parish,30.4211,-90.0886,17,0.1417,,
NCSH,Shelby,35.2951,-81.5743,17,0.6355,,
TXLD,Laredo,27.5000,-99.4167,17,0.1417,,
GAMA,Macon,32.8321,-83.6663,16,0.2807,,
VANR,Nansemond River,36.8472,-76.4333,16,0.3137,,
NCDU,Durham,36.0868,-78.8907,16,0.1569,,
NCWI,Wilmington,34.1401,-77.8936,16,0.1768,,
LARB,Reserve-Bonnet Carre Spillway,30.0867,-90.4711,16,0.2105,,
ALMO,Montgomery,32.3496,-86.3831,15,0.2970,,
MXGF,"Gomez Farias, Tamaulipas, Mexico",23.1118,-99.1816,15,0.2804,,
VABB,Back Bay N.W.R.,36.6500,-76.0000,15,0.1531,,
NCCR,Charlotte,35.1765,-80.8759,15,0.2632,,
NCPD,Pee Dee N.W.R.,35.1167,-80.0500,15,0.2542,,
ALWA,Waterloo,34.8333,-88.0002,15,0.1935,,
GAAL,Atlanta,33.9667,-84.6667,14,0.1004,,
KYCC,Calloway County,36.6003,-88.1999,14,0.4516,,
DCDC,Washington,38.8674,-77.0685,14,0.0721,,
TNNL,Nickajack Lake,35.0664,-85.5113,14,0.2800,,
TXPA,Port Aransas,27.8502,-97.1000,14,0.1582,,
MDPR,Patuxent River,38.3406,-76.5037,14,0.2478,,
PALV,Lehigh Valley,40.5479,-75.6059,14,0.1202,,
CTWR,Woodbury-Roxbury,41.5352,-73.2791,14,0.1098,,
NJPR,Princeton,40.3410,-74.6649,14,0.1053,,
NYHV,Pawling (Hidden Valley),41.5377,-73.5770,13,0.1070,,
VAGO,Gordonsville,38.1427,-78.1893,13,0.3714,,
BRIT,"Itirapina, Sao Paulo, Brazil",-22.2167,-47.8667,13,1.0000,,
INSM,Spring Mill S.P.,38.7233,-86.4170,13,0.5532,,
PALA,Lancaster,39.9921,-76.3614,12,0.2043,,
PAWY,Wyncote,40.1223,-75.1280,12,0.1627,,
SCSC,Sun City-Okatie,32.3512,-80.9232,12,0.3137,,
ALCU,Cullman,34.1705,-86.8752,12,0.2353,,
LATX,Thibodaux,29.8167,-90.7500,11,0.2256,,
FLGC,"Gulf Circle, Manatee County",27.4970,-82.8128,10,0.3333,,
CLVC,"Centro del Valle del Cauca, Colombia",3.7653,-76.3346,10,0.6250,,
PABH,Bethlehem-Easton,40.6184,-75.3169,10,0.0800,,
FLPB,Perdido Bay,30.3333,-87.3667,10,0.0877,,
NJSO,Somerset County,40.5823,-74.6220,10,0.0980,,
VABR,Banister River W.M.A.,36.7327,-78.8101,10,1.1111,,
GALB,Lake Blackshear,31.9621,-83.8839,10,0.4000,"HC, ",
NCKL,Kerr Lake,36.5068,-78.3477,10,0.2963,,
FLBC,Bay County,30.1851,-85.6719,9,0.0900,,
ARWA,Wapanocca N.W.R.,35.3500,-90.2333,9,0.2500,,
PALB,Southern Bucks County,40.1765,-74.8971,9,0.0744,,
NCAL,Alamance County,36.0693,-79.4003,9,0.3243,,
VAWP,Wachapreague,37.6707,-75.6998,9,0.1636,,
PAHU,Huntingdon,40.5664,-77.9385,8,0.1053,,
TNCA,"Cades Cove, Great Smoky Mountains N.P.",35.6000,-83.8333,8,0.1758,,
AZPT,Phoenix-Tres Rios,33.3725,-112.3582,8,0.0555,"HC, ",
MXRR,"Rancho Rincon de Anacahuitas, Tamaulipas, Mexico",25.5833,-97.5000,8,0.6957,,
MXSC,"San Carlos, Sonora, Mexico",28.0389,-110.9377,8,0.6957,,
FLPS,Port St. Joe,29.7703,-85.2986,8,0.1100,,
NCGA,Gastonia,35.2609,-81.1334,8,0.4384,,
MSEL,Eagle Lake,32.5458,-90.5800,7,0.1667,,
GASI,Sapelo Island,31.4500,-81.2333,7,0.2000,,
MXWY,"West Coast of the Yucatan Peninsula (Celestun), Mexico",20.8601,-90.4000,7,0.4118,,
SCSR,Savannah River Site,33.2000,-81.6167,7,0.0903,,lo
ARHS,Hot Springs Village,34.7167,-92.9667,7,0.2258,,
ARFS,Fort Smith-Moffett,35.3818,-94.3766,7,0.2393,,
MDCM,Catoctin Mountain,39.6195,-77.4095,7,0.1014,,
NJAS,Assunpink,40.1600,-74.4242,7,0.0946,,
TXDA,Dallas County,32.8258,-96.8312,7,0.0532,,
TNSV,Shady Valley-Mountain City,36.5001,-81.8500,7,0.2154,,
MSJC,Jackson County,30.4366,-88.7119,7,0.1202,,
CTNL,New London,41.3236,-72.1007,7,0.0574,"US, HC, ",
INHM,Hanover-Madison,38.7382,-85.4706,7,0.3373,,
FLTH,Tallahassee,30.5291,-84.2364,6,0.0800,,
NJSU,Sussex County,41.1186,-74.6385,6,0.0667,,
WVCA,Canaan,39.0662,-79.5500,6,0.2553,,
GACO,Columbus,32.5861,-85.0004,6,0.1875,,
MDST,St. Michaels,38.7506,-76.2531,6,0.0755,,
